,job_title,company_name,job_location,job_requirement,job_description
53,Web Developer,Confidential -,"Nasr City, Cairo, Egypt ","Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience). Strong knowledge and experience with C# and .NET development. Proficiency in HTML, CSS, and JavaScript. Hands-on experience with DevExpress controls and WinForms. Expertise in SQL Server and database design. Familiarity with REST API development and integration. Experience with MVC architecture and .NET Core. Ability to work independently and in a team environment. Excellent problem-solving and communication skills. Nice to have: Experience with React Native, TypeScript, and cross-platform development. ","Design, develop, and maintain .NET C# applications for document and records management using best practices and industry standards. Utilize HTML, CSS, and JavaScript to enhance web-based components. Develop and customize DevExpress-based WinForms applications. Create and optimize Crystal Reports for data visualization and reporting. Work with SQL Server to design and optimize database schemas and queries. Collaborate with team members on REST API development and integration to facilitate document workflows.  Ensure cross-platform compatibility and performance optimization. Stay up-to-date with emerging technologies and industry trends in document and records management. Provide mentorship and guidance to junior developers, as needed. "
54,Web Developer,Confidential -,"Cairo, Egypt ","•Minimum 2 years of web development & Hosting experience is preferred. • Candidate must possess strong skills with these technologies: HTML/HTML5, CSS, JavaScript, and a backend language (preferably C# or PHP preferably Laravel). • Knowledge of web hosting processes. • Strong communication, time management, problem solving, and decision making skills, essential. • Experience with version control systems (Git, GitHub), essential. • Great attention to detail, essential. • Experience with a CMS desirable (preferably Wordpress or Umbraco). • Passion for new web technologies, essential. • An appreciation for design and user experience. • Experience in Google Tag Manager • Experience in Zendesk or similar back end if possible • Experience in Azure is preferrable ","About CSHRA third-party Egyptian company working with an award-winning UK digital marketing company, you will work as part of the UX & Development team supporting clients and internal departments with their web platforms, websites and apps. On a daily basis you’ll be responding to different requests, ranging from setting up website tracking & promotional landing pages to building entire websites. Reporting to the Technical Lead, you’ll help plan and execute development work on a daily basis and provide support to junior members of the team making sure they adhere to development best practices. Job Description:●Participating in all phases of the brief and working alongside designers to bring their vision to life using HTML, CSS, Javascript, PHP & C#. ● Ensure adherence to correct processes, clean code, and best practices. ● Oversee and maintain web servers, domains and SSLs. ● Commitment to deliver features on time. ● Support and maintain existing products. ● Work in a high paced environment, solve complex problems, and implement the most efficient solutions. ● Working on projects that vary from integrations into back end systems to enhancing current flows and third parties or working on SEO projects. ● Helping the CRM team with HTML for their emails ● Document storage system maintenance ● Zendesk integrations ● Managing VPNs "
55,Web Developer,Masria Digital Payment (MDP) -,"New Cairo, Cairo, Egypt ",Outstanding Skills of dealing with kids/studentsProfessional User for Scratch / Python / App Inventor / Web DesignBasic Knowledge about AI & ARExcellent Research  SkillsFluent in EnglishComputer Science or Relevant BackgroundWork Conditions:Locations: New Cairo or El Sheikh ZayedFull Time:5-6 Days per week50% Day Shift (10:00-6:00 pm)50% Night Shift (1:00-9:00 pm)Contract: 18-24 MonthsSalary: L.E. 4500-6500Salary Increase: After 3 Months 10-20% based on performanceSocial InsuranceNo TransportationsPart-Time:3-4 Days per week (including Weekend)50% Day Shift (10:00-6:00 pm)50% Night Shift (1:00-9:00 pm)Contract: 12-18MonthsSalary: L.E. 200-250 per daySalary Increase: After 3 Months 10-20% based on performanceNo Transportations,NULL
56,Web Developer,Edu-Zone -,"Cairo, Egypt ", Outstanding Skills of dealing with kids/studentsProfessional User for Robotics / Arduino / Scratch / Python / App Inventor / Web DesignGood Knowledge of STEAM ConceptsFluent in EnglishExcellent Teaching SkillsWork Conditions:Locations: New Cairo or El Sheikh ZayedFull Time:5-6 Days per week50% Day Shift (10:00-6:00 pm)50% Night Shift (1:00-9:00 pm)Contract: 18-24 MonthsSalary: L.E. 4500-6500Salary Increase: After 3 Months 10-20% based on performanceSocial InsuranceNo TransportationsPart-Time:3-4 Days per week (including Weekend)50% Day Shift (10:00-6:00 pm)50% Night Shift (1:00-9:00 pm)Contract: 12-18MonthsSalary: L.E. 200-250 per daySalary Increase: After 3 Months 10-20% based on performanceNo Transportations,"Computer Science Facilitator for kids (STEAM Education)STEAM: Science Technology Engineering Art MathematicsEdu-Zone is looking for facilitators/trainers covering STEM Activities for the age range 4-14 years old at Downtown Katameya Mall, New Cairo. Check FB Page (EduZone.EG) for activities samples.Job Description:Facilitator instruct and deliver Computer Science Sessions, camps, and programs within STEAM Technical Concepts for kids through simple practical way / activities either online or physically.Facilitator will develop STEAM content related to computer science / engineering / technology using practical activities and games.Facilitator will be responsible for training, organizing, and supervising 4-14 years old kids at the Edu-Zone’ STEM educational activities in Arabic & English.Facilitator will asses the students, and follow up their assignment along the programs.Facilitator will be responsible for providing parents with constructive feedback and answer their queries about their kids future."
57,Web Developer,Edu-Zone -,"Cairo, Egypt ","Proven working experience in social media marketing or as a Digital Media SpecialistExcellent consulting, writing, editing (photo/video/text), presentation and communication skillsDemonstrable social networking experience and social analytics tools knowledgeAdequate knowledge of web design, web development, CRO and SEOKnowledge of online marketing and good understanding of major marketing channelsPositive attitude, detail and customer oriented  with good multitasking and organisational abilityFluency in EnglishBS in Communications, Marketing, Business, New Media or Public Relations","Robotics & STEAM Facilitator for kids (STEAM Education)STEAM: Science Technology Engineering Art MathematicsEdu-Zone is looking for facilitators/trainers covering STEM Activities for the age range 4-14 years old at Downtown Katameya Mall, New Cairo. Check FB Page (EduZone.EG) for activities samples.Job Description:Facilitator instruct and deliver Robotics & STEAM Sessions, camps, and programs within STEAM Technical Concepts for kids through simple practical way / activities either online or physically.Facilitator will develop STEAM content related to computer science / engineering / technology using practical activities and games.Facilitator will be responsible for training, organizing, and supervising 4-14 years old kids at the Edu-Zone’ STEM educational activities in Arabic & English.Facilitator will assess the students, and follow up their assignment along the programs.Facilitator will be responsible for providing parents with constructive feedback and answer their queries about their kids future."
58,Web Developer,Software House Solution  -,"Heliopolis, Cairo, Egypt ","Qualifications:Bilingual proficiency in Arabic and English.Strong research skills with the ability to gather and analyze information effectively.Excellent communication skills in both languages, both written and verbal.Proficiency in using CRM or IT systems for data capture and updates.Knowledge of academic citation methods and scientific research methodologies.Strong organizational skills and attention to detail.Ability to work independently and meet deadlines.Previous experience in a research or consulting role is a plus.","Build and execute social media strategy through competitive research, platform determination, benchmarking, messaging and audience identificationGenerate, edit, publish and share daily content (original text, images, video or HTML) that builds meaningful connections and encourages community members to take actionSet up and optimize company pages within each platform to increase the visibility of company’s social contentModerate all user-generated content in line with the moderation policy for each communityCreate editorial calendars and syndication schedulesContinuously improve by capturing and analyzing the appropriate social data/metrics, insights and best practices, and then acting on the informationCollaborate with other departments (customer relations, sales etc) to manage reputation, identify key players and coordinate actions"
59,Web Developer,Confidential -,"Nasr City, Cairo, Egypt ","Proven work experience as a Front-end developerHands on experience with markup languagesExperience with JavaScript, CSS and jQueryFamiliarity with browser testing and debuggingIn-depth understanding of the entire web development process (design, development and deployment)Understanding of layout aestheticsKnowledge of SEO principlesFamiliarity with software like Adobe Suite, Photoshop and content management systemsAn ability to perform well in a fast-paced environmentExcellent analytical and multitasking skillsBSc degree in Computer Science or relevant field","We are a growing consulting firm seeking a highly motivated and bilingual Associate Business Researcher to join our team . As an integral part of our organization, you will be responsible for conducting extensive research in both Arabic and English, writing proposals for consulting services, and performing various research-related tasks. Your role will involve a combination of information gathering, data analysis, and effective communication with clients and colleagues.Key Responsibilities:Research and Information Gathering:Conduct business information investigations through phone and email communication.Perform web research on commercial entities and products using open public domain search tools.Source and verify company data from external sources.Communication and Translation:Fluent in Arabic and English for effective communication in both languages.Translate company data from Arabic to English and vice versa.Lead meetings and maintain clear and professional correspondence in both languages.Proposal Development:Write persuasive and professional proposals for consulting services in Arabic and English.Collaborate with team members to gather relevant data and insights for proposal creation.IT Systems and Data Management:Enter gathered data accurately into Customer Relationship Management (CRM) or IT systems.Regularly update and maintain information in local IT systems to ensure accuracy.Research Methodology:Apply scientific research methods to conduct thorough research and analysis.Develop questionnaires and surveys as needed for research projects.Client Engagement:Initiate outbound calls through telephonic interviews to source information from relevant contacts.Engage with clients and external parties professionally to obtain necessary information.Compliance and Reporting:Maintain compliance with company policies and procedures.Report any necessary changes or issues encountered during research activities."
60,Web Developer,"Telecom Systems Provider, LLC -","Maadi, Cairo, Egypt ","Candidates must exhibit the following key skills:Graduates from top universities who live near Heliopolis, Nasr City, New Cairo, and Eastern Cairo are welcome to apply.We are seeking Computer Science and Computer Engineering Graduates with an Overall Grade of ""B"" and above.Starting salary up to EGP 10,000 in variance with your experience and your performance in our interviews.A strong academic record.A strong IT background.Ability to communicate articulately and effectively at all levels of business.Ability to building excellent client relationships and outstanding communication and presentation skills, ideally client facing.Strong skills in analysis, design and problem-solving.Ability to produce high-quality documentation.Understanding package implementation methodologies.Consistently working as part of a project team focused on client success.Willingness to travel according to the project location.Required:Bachelor’s Degree in Computer Sciences, Computer Engineering or relevant degree.English: Fluent, both spoken and written (Highly Required).Exemption / Completion of military services (for Egyptians).Experience Level: Fresh Graduates or those with 1-2 years of experience.Preferred:Information Systems and Software Engineering Majors.Background in Development (C++, C#, .NET, Java, or JavaScript).Background in writing SQL Queries.Experience working with Domains or Development Tools.Basic knowledge of Database Concepts.Basic knowledge of Networks.","Use markup languages like HTML to create user-friendly web pagesMaintain and improve websiteOptimize applications for maximum speedDesign mobile-based featuresExperience with React.jsCollaborate with back-end developers and web designers to improve usabilityGet feedback from, and build solutions for, users and customersWrite functional requirement documents and guidesCreate quality mockups and prototypesHelp back-end developers with coding and troubleshootingEnsure high quality graphic standards and brand consistencyStay up-to-date on emerging technologies"
61,Web Developer,Confidential -,"Heliopolis, Cairo, Egypt ","Required SkillsProficiency with PythonExcellent problem solving and troubleshooting skills – a passion for root cause analysis and problem resolutionQuick and autonomous learnerBasic knowledge of SQLBasic knowledge of gitNice To HaveUnix/Linux platform, Git, and open source development toolsJavascriptHTML5/CSS3In-depth understanding of Python concepts such as Meta-classes and DescriptorsC/C++Advanced knowledge of PostgreSQL","Roles and Responsibilities:Contribute to collect and validate business requirements from different stakeholdersContribute to capturing business requirements in terms of security and capacity requirementsDesign activities in terms of application service functionalitiesDesign activities in terms of business processes that are administered by application servicesDesign activities in terms of technology architecture that carries application servicesDesign activities in terms of measurements of application services performed as well as business processesDevelopment activities in terms of application development to meet set business requirementsDevelopment activities in terms of solution business intelligence requirements (reports and KPIs)A building, assembling and prepare for testing activities of application services as well themanagement of infrastructure technology architectureDeployment activities in terms of user training, administration training and support team hand over for application servicesEarly life support for application services as well as technology architectureComply with project direction and control aspectsCompetency, skills, and training responsibilities:Maintain high skills and competency in a Server Operating System and a DB engineMaintain knowledge from training on newer versions of OS, DB, and Web application serversMaintain highest certifications, skills, and competency in IBM platformMaintain a high level of skills and competency in Java or related languageMaintain a high level of Prince II project management knowledge base and frameworkMaintain a high level of knowledge, skills, and competency in ITIL V3 2011 edition industry best practices."
62,Web Developer,Shebak -,"Smart Village, Giza, Egypt ","Requirements:Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience).Proven work experience as a Frontend Developer or similar role.Proficiency in HTML, CSS, and JavaScript.Experience with frontend frameworks such as Angular, React, or Vue.js.Strong understanding of responsive design principles and mobile-first development.Familiarity with version control systems (e.g., Git) and collaborative development workflows.Experience with frontend testing frameworks and tools (e.g., Jest, Cypress, Selenium).Solid understanding of web accessibility standards and best practices.Knowledge of performance optimization techniques and tools.Strong problem-solving skills and attention to detail.Excellent communication and collaboration skills.Ability to multitask and work effectively in a fast-paced environment.","We are building reliable and scalable web-based and mobile enterprise solutions.Solving problems and have a desire to work on a thoughtful, agile team providing business-critical solutions, then we’d love to talk to you."
63,Web Developer,Next Academy -,"Cairo, Egypt ","A Bachelor of Communication & Electric Engineering OR Computer science and  Information Technology OR equivalent experience required.CCNA (R&S)  , MCSEKnowledge of the basics of electricity and electronics in generalimplementing workshops on data center network design and troubleshooting , management, and protectionknowledge of virtualization and Clouding Technologyknowledge of fiber optics  is plus.knowledge of  firewalls and network security systems.Cisco CCNA (R&S) - Microsoft (MCSA)      Certificate is a plusFamiliar with Linux operating systemsis preferable to have worked in the teaching and training sectorFull time","Responsibilities:Develop and implement user interfaces using Angular framework and related technologies.Collaborate with backend developers, designers, and other stakeholders to understand project requirements and translate them into effective frontend solutions.Write clean, modular, and maintainable code following industry best practices and coding standards.Conduct thorough testing of the developed features to ensure high-quality deliverables.Optimize application performance and troubleshoot any frontend issues.Participate in code reviews to ensure code quality, scalability, and adherence to architectural guidelines.Stay updated with the latest frontend development trends, frameworks, and technologies.Collaborate with the team to continuously improve development processes and methodologies.Assist in estimating project timelines and efforts for frontend development tasks.Communicate effectively with team members and project managers to provide regular updates on project progress."
64,Web Developer,MICA -,"Haram, Giza, Egypt ","Proven working experience in social media marketing or as a Digital Media SpecialistExcellent consulting, writing, editing (photo/video/text), presentation and communication skillsDemonstrable social networking experience and social analytics tools knowledgeAdequate knowledge of web design, web development, CRO and SEOKnowledge of online marketing and good understanding of major marketing channelsPositive attitude, detail and customer oriented  with good multitasking and organisational abilityFluency in EnglishBS in Communications, Marketing, Business, New Media or Public Relations","MICA Academy is offering a suite of programs for students ages 15 to 18 introducing them to programming using java, Oracle Database SQL and pl-SQL, Android, Web Design, Web Development, Networking, Operating Systems, Server Administrations, It Infrastructure, Embedded Systems, Electronic Fundamentals, virtualization and Clouding Technology."
65,Web Developer,DSQUARED 2 -,"Heliopolis, Cairo, Egypt ","-  A solid grasp of Java SE and OOP principals- A solid grasp of Java EE and web technologies- A good understanding of SOAP and RESTAPI and services- A basic knowledge of ISO 8583 and XML messaging- A basic knowledge in the Spring Framework- A Solid knowledge of Relational Databases, SQL and ORM technologies (JPA2, Hibernate)- Familiar with various design patterns- A basic Knowledge in Continuous Integration, Code Profiling and Refactoring techniques- A basic understanding of test-driven development- Passionate about new technologies and great user experience- Agile methodology is preferred",social media assistant to mange the page of the company and answer costumers questions and concerns 
66,Web Developer,Masria Digital Payment (MDP) -,"New Cairo, Cairo, Egypt ","2-4 years proven work experience as a Content Writer, Copywriter or similar rolePortfolio of published articles and social media calendarsExperience doing research using multiple sourcesFamiliarity with web publications • Excellent writing and editing skills in Arabic• Hands-on experience with Content Management Systems (e.g. WordPress)• Ability to meet deadlines ","- Contribute in all phases of the development lifecycle- Write well-designed, efficient, and testable code- Recommend changes to improve established application processes- Ensure the best possible performance, quality, and responsiveness of the applications- Help maintain code quality, organization, and automatization- Documents his work, performs all required types of tests (Unit Test, UI Test, Systems Test, Integration Test …etc.) on his work.- Participates in planning assigned tasks durations (WBS).- Follows CM Process and CM Plans.- Maintains technical knowledge and understanding of the latest software methodologies and best practices by participating in educational opportunities."
67,Web Developer,Victory Link -,"Maadi, Cairo, Egypt ","fluent English is a must.Experience in managing online retailers is a plus.Proven inside sales experienceStrong phone presence and experience dialing dozens of calls per dayProficient with corporate productivity and web presentation tools.Excellent verbal and written communication skillsStrong listening and presentation skillsAbility to multi-task, prioritize, and manage time effectively.Understand customer needs and requirements.Proficiency in dealing with platforms.Non Smoking is a must.Female candidates are preferred ."," Victorylink is looking for a creative and experienced Content Creator to join one of its subsidiaries iRead. iRead is a fast-growing startup that has a mission to re-encourage and promote for reading and writing through a platform where you will find everything related to reading.• Writing, reviewing, editing, and updating content for company websites, blogs, marketingmaterials, and similar platforms. • Conducting research and interviews to learn more about current trends, developments, andperceptions about the subject matter, and then contextualizing your findings. • Assisting the creative team with the design of promotional materials.• Using social media to engage consumers, respond to questions or complaints, and to promotecompany initiatives.• Collaborating with internal departments to establish campaign objectives, complete tasks, andidentify and solve problems.• Monitoring social media and company website metrics. • Utilizing SEO methods to increase site traffic.• Suggesting new ways to promote company offerings and to reach consumers. "
68,Web Developer,Confidential -,"Faisal, Giza, Egypt ",Bachelor’s Degree of engineering or computer science.Database & Programming language Knowledge. ICDL Certified .Network Knowledge - IPV4 and Subletting.,"Launching Brand existing on company marketplace,whats app application,other from Social media.Handle relationships /business flow with all E-Commerce stakeholdersPerform Sales operations by making deals and agreementsSource new sales opportunities through inbound lead follow-up and outbound cold calls and emails.Understand customer needs and requirements.Proficiency in dealing with the platforms.Perform effective online demos to prospects.Manage the online sales operation, order tracking & fulfillment including stock control, and customer delivery.Build, manage, and develop long-term relationships with Online Sales partners in order to achieve targeted sales revenue by increasing the brand’s online presence.Identify new Online Sales trends and opportunities for business growth and implement action plans"
69,Web Developer,Confidential -,"6th of October, Giza, Egypt ",Knowledge of SQL is preferred.Automation knowledge is preferred.Very good communication skills.Excellent level of attention to details.Strong analytical and troubleshooting skills.Good level of English language.,"Implement and improve monitoring and alerting.Work with Developers and other Engineers in troubleshooting internal production issues.Perform network and operational tasks in the internal and production systems.Upgrade systems with new releases and models.Responsible for application administration activities in support of development, user acceptance test and production systems supporting web-deployed applications.Script operational tasks for faster and less error-prone execution.Work with the Operations and Product Development teams in continually improving the software deployment process.Maintain and evolve the security infrastructure on both internal and production environments.Investigates & coordinates the resolution of potential and actual service problems.  "
70,Web Developer,WUZZUF -,"Maadi, Cairo, Egypt ","QualificationsProficient in analyzing Key Performance Indicators that define the effectiveness of social media campaigns.Proficient in collaborating with relevant professionals to develop successful social media campaigns.Understanding of SEO and web traffic metrics.Proficient in creating original content as per the requirement of the company and target audience.Excellent grasp of conventional and modern communication channels for conveying the desired message effectively.Positive attitude, detail and customer oriented with good multitasking and organizational ability.Excellent command of the English language.Bachelor's degree with a major in marketing, communications or a similar field.","Job Description:Develop and execute manual test cases and run automation scripts as well as conducting all testing activities on different environments, platforms (web and mobile) .Investigate the product and effectively identify where breakage may occur.Perform all testing activities, including bug reporting and retesting, root-cause analysis, regression testing, and acceptance testing.Review functional specifications and participate in the product design process.Estimate, prioritize, and plan testing activities.Generate status reports and summarize testing progress in project team meetingsImplement, track, and report key metrics to assure full coverage of functional and non-functional requirements.Work with quality peers in pairs on testing activities.Receive and handle issues reported externally.Application Deadline: 31-OCT-2023Internship Start date: N/ADuration: 3 Months"
71,Web Developer,Happy Joe's Pizza & Ice Cream - Middle East -,"Giza, Egypt ","Experience as marketing specialist or similar roleThorough understanding of marketing elements (including traditional and digital marketing such as SEO/Social media etc.) and market research methodsDemonstrable experience in marketing data analytics and toolsSolid computer skills, including MS Office, marketing software (Adobe Creative Suite & CRM) and applications (Web analytics, Google Adwords etc.)Knowledge of HTML, CSS and web development tools (e.g. Dreamweaver) desiredWell-organized and detail orientedExceptional communication and writing skillsCommercial awareness partnered with a creative mindBSc/BA in marketing, communications or equivalent","Overall purpose of the roleWe are looking for a Marketing & Social Media Specialist to be responsible for creating and administering content on all social media platforms, such as Facebook, Instagram, and Twitter, to build an audience and ensure customer engagement. The Specialist may also monitor site metrics, respond to reader comments, and oversee creative design.Responsibilities and dutiesSpecific responsibilities will include, but not be limited to, the followingHandle the official company page on social media platforms like Facebook, Instagram, LinkedIn, and Twitter to generate leads and entice the target audience.Write creative and distinctive content to publish in all platformsWork with content creators, graphic designers, and other professionals to plan a successful social media strategy.Analyze the impact of different online campaigns on the target customer for in-depth evaluation.Understand visitor activities and plan upcoming social media campaigns to improve existing resultsStay up to date with the latest social media best practices and technologies"
72,Web Developer,Blue Ventures -,"Cairo, Egypt ","Proven experience as marketing specialist or similar roleThorough understanding of marketing elements (including traditional and digital marketing such as SEO/Social media etc.) and market research methodsDemonstrable experience in marketing data analytics and toolsSolid computer skills, including MS Office, marketing software (Adobe Creative Suite & CRM) and applications (Web analytics, Google Adwords etc.)Knowledge of HTML, CSS and web development tools (e.g. Dreamweaver) desiredWell-organized and detail orientedExceptional communication and writing skillsCommercial awareness partnered with a creative mindBSc/BA in marketing, communications or equivalent","Plan and execute initiatives to reach the target audience through appropriate channels (social media, e-mail, TV etc.)Assist in analyzing marketing data (campaign results, conversion rates, traffic etc.) to help shape future marketing strategiesTracks key metrics such as audience engagement, impressions, reach, referrals, and conversionsSchedules social media posts and monitors relevant news and contentWrites and reviews press releases, newsletters, blogs, and other contentCreates infographics and other appealing visualsMaintains awareness with the latest social media platform developmentsCreates and manages lead generation ads across different platformsBrainstorm and develop ideas for creative marketing campaignsAssist in outbound or inbound marketing activities by demonstrating expertise in various areas (content development and optimization, advertising, events planning etc.)Collaborate with marketing and other professionals to coordinate brand awareness and marketing efforts"
73,Web Developer,Akhtaboot Group -,"New Cairo, Cairo, Egypt ","Experience as marketing executive or similar role is preferableGood understanding of market research techniques, data analysis and statistics methodsThorough knowledge of strategic planning principles and marketing best practicesProficient in MS Office and marketing software (e.g. CRM)Familiarity with social media and web analytics (e.g. WebTrends)Excellent communication and people skillsStrong organizational and time-management abilitiesCreativity and commercial awarenessBSc/BA in marketing, business administration or relevant discipline","Conduct market research to find answers about consumer requirements, habits and trendsBrainstorm and develop ideas for creative marketing campaignsAssist in outbound or inbound marketing activities by demonstrating expertise in various areas (content development and optimization, advertising, events planning etc.)Liaise with external vendors to execute promotional events and campaignsCollaborate with marketing and other professionals to coordinate brand awareness and marketing effortsPlan and execute initiatives to reach the target audience through appropriate channels (social media, e-mail, TV etc.)Assist in analyzing marketing data (campaign results, conversion rates, traffic etc.) to help shape future marketing strategiesUndertake individual tasks of a marketing plan as assigned"
74,Web Developer,Serious construction  -,"Nasr City, Cairo, Egypt ","BSc/BA in marketing, business administration or relevant discipline1 – 3 years proven experience as marketing executive or similar roleFluent English and Arabic writing skills are a MUST.Good understanding of market research techniques, data analysis and statistics methodsThorough knowledge of strategic planning principles and marketing best practicesProficient in MS Office and marketing softwareFamiliarity with social media and web analyticsExcellent communication and people skillsStrong organizational and time-management abilitiesCreativity and commercial awareness","Conceive and develop efficient and intuitive marketing strategiesOrganize and oversee advertising/communication campaigns (social media, TV etc.), exhibitions and promotional eventsConduct market research and analysis to evaluate trends, brand awareness and competition venturesInitiate and control surveys to assess customer requirements and dedicationWrite copy for diverse marketing distributions (brochures, press releases, website material etc.)Maintain relationships with media vendors and publishers to ensure collaboration in promotional activitiesMonitor progress of campaigns using various metrics and submit reports of performanceCollaborate with managers in preparing budgets and monitoring expenses"
75,Web Developer,Helm Organization -,"Maadi, Cairo, Egypt ","Proven work experience as a System Security Engineer or Information Security EngineerExperience in building and maintaining security systemsDetailed technical knowledge of database and operating system securityHands on experience in security systems, including firewalls, intrusion detection systems, anti-virus software, authentication systems, log management, content filtering, etcExperience with network security and networking technologies and with system, security, and network monitoring toolsThorough understanding of the latest security principles, techniques, and protocolsFamiliarity with web related technologies (Web applications, Web Services, Service Oriented Architectures) and of network/web related protocolsProblem solving skills and ability to work under pressureBS degree in Computer Science or related field","Develop, Implement & track social media tactics to create brand awareness, increase brand affinity, and generate inbound traffic that strengthens the company's online presence.Coordinate specifications concerning promotional materials with graphic designer, Copy editor.Ensure all promotional materials completed as specified and on time.Maintains confidential information appropriately and exercise good judgment when communicating with the public.Develop and update creative online and offline content on different social platforms.Manages the vendors list promotional materials and handles their production.Ensure excellent customer service and quality of production received.Content creation across different mediums that ensures compelling and effective communication including social media & email marketing.Ensure all content abides by the company guidelines and marcom strategy.Gather data and produce marcom reports including campaign results and social media analysis in order to improve future practices.Liaise with and manage external parties such as service providers, agencies and freelancers to execute marketing programs including logistics & paperworkSupporting the marketing team in all marketing activities including documentation, advertising direct marketing, and events.Conduct related field market research and analyze trends to establish customer trends and habits."
76,Web Developer,Shendy furniture  -,"Ameria, Alexandria, Egypt ","Proven experience as marketing specialist or similar role or can demonstrate abilities :)Thorough understanding of marketing elements (including traditional and digital marketing such as SEO/Social media etc.) and market research methodsThis would be a big PLUS: Demonstrable experience in marketing data analytics and toolsSolid computer skills, including MS Office, marketing software (Adobe Creative Suite & CRM) and applications (Web analytics, Google Adwords etc.)This is also a PLUS: Knowledge of HTML, CSS and web development tools (e.g. Dreamweaver) desiredWell-organized and detail oriented ←- big points for organizational skills.Exceptional communication and writing skillsCommercial awareness partnered with a creative mindBSc/BA in marketing, communications or equivalent","Engineer, implement and monitor security measures for the protection of computer systems, networks and informationIdentify and define system security requirementsDesign computer security architecture and develop detailed cyber security designsPrepare and document standard operating procedures and protocolsConfigure and troubleshoot security infrastructure devicesDevelop technical solutions and new security tools to help mitigate security vulnerabilities and automate repeatable tasksEnsure that the company knows as much as possible, as quickly as possible about security incidentsWrite comprehensive reports including assessment-based findings, outcomes and propositions for further system security enhancement"
77,Web Developer,Edulinx Education Ltd. -,"New Cairo, Cairo, Egypt ","A bachelor's degree in computer science, engineering, or related field.[2 - 5] years of experienceGood working knowledge of test management software, and QA methodologies.Excellent attention to detail to identify defects including Functional/ Non-Functional defectsAbility to handle multiple tasks simultaneouslyISTQB Certification is preferredGood team working and critical thinking skills.Good organizational skills and a detail-oriented mindsetWork on multiple projects at one timeFamiliarity with Agile frameworks and regression testing is a plusAbility to document and troubleshoot errorsWorking knowledge of test management software (e.g. qTest, Zephyr) and SQLExcellent communication skillsAttention to detailAnalytical mind and problem-solving aptitudeStrong organizational skills ","We are looking for aGraphic Design Enthusiast,Capable with social media,Writing skills, well spoken.Lead generation and qualification for sales department."
78,Web Developer,webSTDY -,"Mohandessin, Giza, Egypt ","Fortinet Certification is a plusProven work experience as a System Security Engineer or Information Security EngineerExperience in building and maintaining security systemsDetailed technical knowledge of database and operating system securityHands on experience in security systems, including firewalls, intrusion detection systems, anti-virus software, authentication systems, log management, content filtering, etcExperience with network security and networking technologies and with system, security, and network monitoring toolsThorough understanding of the latest security principles, techniques, and protocolsFamiliarity with web related technologies (Web applications, Web Services, Service Oriented Architectures) and of network/web related protocolsProblem solving skills and ability to work under pressureBS degree in Computer Science or related field",Writing clear bug reportsTesting software releases by executing assigned testsExperience in both Mobile & Web Testing & APIsTracks defects and helps troubleshoot errorsReporting overall project status and generating statisticsContribute in Improving Test ProcessReview and analyze system specificationsExecute test cases (manual or automated) and analyze resultsEvaluate product code according to specificationsHelp troubleshoot issuesConduct post-release/ post-implementation testingWork with cross-functional teams to ensure quality throughout the software development lifecycle 
79,Web Developer,"Telecom Systems Provider, LLC -","Maadi, Cairo, Egypt ","Software and ERP experience is mustBusiness processes experience Analysis, documentation & SRS experienceArabic & English technical writing Software Wireframes and screen drawing on mobile apps, Web and desktop Communications skills","Engineer, implement and monitor security measures for the protection of computer systems, networks and information -specialized in Fortinet productsIdentify and define system security requirementsNetwork Automation and DevOpsDesign computer security architecture and develop detailed cyber security designsPrepare and document standard operating procedures and protocolsConfigure and troubleshoot security infrastructure devicesDevelop technical solutions and new security tools to help mitigate security vulnerabilities and automate repeatable tasksEnsure that the company knows as much as possible, as quickly as possible about security incidentsWrite comprehensive reports including assessment-based findings, outcomes and propositions for further system security enhancementFull Understanding of Active DirectoryHands-on windows Server Operating System "
80,Web Developer,Erpplus5 -,"Maadi, Cairo, Egypt ",Excellent English is a mustEgyptians ONLY.Graduates ONLY.MALES  only ,"Define configuration specifications and business analysis requirementsPerform quality assuranceDefine reporting and alerting requirementsOwn and develop relationship with partners, working with them to optimize and enhance our integrationHelp design, document and maintain system processesReport on common sources of technical issues or questions and make recommendations to product teamCommunicate key insights and findings to product teamConstantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer"
81,Web Developer,Majorel Egypt -,"Katameya, Cairo, Egypt ","Must Have:Flutter: To build cross platform mobile apps for Android, IOS and Web. This should include from making responsive UIs to efficiently query data and also mange states in an optimized manner.Native Android and IOS: To build custom Flutter Packages.Firebase: Should have experience with Cloud Firestore, Push Notifications, Cloud Functions and Analytics.Adobe XD: Should know how to use Adobe XD to use the design file and use it to build the app.Git: To manage and collaborate in different projects with the rest of the team.Good To Have:AngularBootstrapJavaScript",Main Responsibilities and Duties:Support customers through e-mailing and web chatting.Create and promote an environment that fosters both individual and team advancement to ensure the outstanding delivery of customer service.Communicate positively with all involved parties in order to facilitate customer's reception of the expected distinguished service.Solve Customer's technical issues.Work Conditions:Rotational shiftsRotational weekend.   salary 4900 up to 5300 l.E gross
